user id,product id,score,time,text
a38kp1poq191wt,b000g6ryne,1,1279065600,i have had better jalapeno kettle chips
a4ndpxcykrcy2,b000g6ryne,2,1258588800,potato chips
aybyydvv5abje,b000g6ryne,3,1251244800,too much flavor
a3mfu0gvzuvh3k,b000g6ryne,5,1207094400,love at first bite tonguepuckering tang and crunch
acyr6o588usk,b000g6ryne,5,1200614400,delicious extra crunchy
a1mfg9e45rx5ow,b000g6ryne,5,1202688000,best salt vinegar
ay1ef0goh80ek,b000g6ryne,5,1327708800,do not miss the salt
awlk6nssv0yna,b000g6ryne,5,1234915200,great deal
a3cn9ccjunipkt,b000g6ryne,3,1184198400,gaaak an extreme potato chip
a2a1xysb692l6j,b000g6ryne,5,1309046400,c h i pc h i ph o o r a y b a c k y a r db a r b e c u e
a3rmgikuwgpzok,b000g6ryne,3,1245024000,not the best
a2tn9c5e4a0i3f,b000g6ryne,1,1285632000,stale beware buying these on special
a3gjq3w0t0kweo,b000g6ryne,1,1328918400,used to be my favorite chips
a2b5oi74ehgvh1,b000g6ryne,1,1273017600,dripping in oil
a3d7fubg14qwkx,b000g6ryne,1,1330732800,garbage
apa1glnhf6k9h,b000g6ryne,1,1226880000,theyre not madhouse munchies
ar7taeeudhmub,b000g6ryne,1,1294272000,kettle chips make great mouse food
ads5apy1nktl4,b000g6ryne,5,1175040000,great hot new flavor
ag7ef0svbqoux,b000g6ryne,5,1323388800,my favorite flavor
a3rmgikuwgpzok,b000g6ryne,5,1252108800,great chip
a3pjz8tu8fdq1k,b000g6ryne,5,1231718400,one bite and youll become a chippoisseur
a1q7a78vsq5gq4,b000g6ryne,5,1249344000,yum if you want a snack have something really good
a2a8kwce8rkb9t,b000g6ryne,4,1348704000,good chips
a3psjeb2o37g8u,b000g6ryne,5,1328140800,smiles
a2oeurogzdtxuj,b000g6ryne,5,1327968000,my favorite kettle chip
a2no1txxs9t0ee,b000g6ryne,5,1327536000,amazing service
a2ii09gqgwomtq,b000g6ryne,5,1309478400,crunchy and spicy
aqqlwcmrndfgi,b000g6ryne,4,1306540800,pretty tasty and decently spiced
a24zv048v7j0mt,b000g6ryne,5,1293408000,great tasting chips
a3rmgikuwgpzok,b000g6ryne,5,1245024000,fantastic
a3pjz8tu8fdq1k,b000g6ryne,5,1237075200,one bite and youll become a chippoisseur
a3pjz8tu8fdq1k,b000g6ryne,5,1229385600,one bite and youll become a chippoisseur
ax668buqrhi7c,b000g6ryne,4,1216598400,delicious
a2ykwyc3wqjx5j,b000g6ryne,5,1212451200,caution kettle chips are addictive
akmey1bshsdg7,b000g6ryne,5,1202774400,crunch wow
a37d5847ln3wq,b000g6ryne,4,1211414400,best chips out there
a1gv4hem6xzc06,b000g6ryne,5,1197936000,these chips tasted good
a3e9ojwhmxmyyf,b000g6ryne,5,1180310400,delicious
ads5apy1nktl4,b000g6ryne,5,1175040000,these potato chips are yummy
akgq6rm68sqy1,b000g6ryne,1,1336521600,only awful because sometimes they are awful
a3ta1ujwrjf9nc,b000g6ryne,4,1283472000,4 stars for price and taste
a3m174ic0vxos2,b000g6ryne,5,1245024000,crispy crunchy and robust
a2fvd05z2fyw1p,b000g6ryne,4,1243987200,tangy and delicious snack
a3m2vgwfjgruoh,b000g6ryne,5,1217980800,best chip
a2ol5wlcnzvd9k,b000g6ryne,3,1347408000,things you need to know
a3uco7b9hp42bg,b000g6mbx2,5,1217203200,yummy chips
a1wx42m589vamq,b000g6mbx2,5,1209686400,so faboo dangerous for those prone to chips binges
a1zh9lwmx5ucfj,b000g6mbx2,5,1202169600,such an excellent chip
a2zcd6ko2yy9iz,b000g6mbx2,5,1214265600,smokin
a228p3vh7sfbhg,b000g6mbx2,2,1219449600,meh
a1aq2w2r4sovgn,b000g6mbx2,1,1195084800,the organic label is misleading
a3nctcnauych6h,b000g6mbx2,3,1278374400,kind of bland
a3pd8jd9l4weii,b001rvfdoo,4,1328313600,good as a sampler pack of the various flavors
ad2qru9zxbqz1,b001rvfdoo,2,1313971200,pringles instant coffee and stephen baldwin
a2ymcpp3kw9ixu,b001rvfdoo,5,1279843200,good way to try the different flavors
a1i85y08vrz32q,b001rvfdoo,5,1273017600,fully enjoyed
a2i5qh4f5fdkk5,b001rvfdoo,5,1270512000,so good
a1d0n7i6ohx3wu,b001rvfdoo,1,1306454400,weird flavors
a132etqpmhq585,b001rvfdoo,2,1309737600,i did not like the taste
a1f7yu6o5ru432,b001rvfdoo,3,1340236800,cross between pringles and a rice cake the bonus is theyre all natural
a2rl1rs6pwuhwi,b001rvfdoo,2,1336608000,too strong of flavors
aqll2r1ppr46x,b001rvfdoo,5,1300492800,delicious
a3a1oa237fozfk,b001rvfdoo,5,1296950400,this picky eater loves them most flavors
a306153ftks9pl,b001rvfdoo,5,1261008000,tasty potato chips low in calories great flavor
a2qdojfflfgf18,b001rvfdoo,3,1275177600,not bad but not great
ahrndskwh1ybt,b001rvfdoo,4,1337126400,love these good variety pack
a19123d9g66e0o,b001rvfdoo,3,1334534400,taste alright but normal chips are better
a1rjuxdk64o91a,b001rvfdoo,3,1333843200,like slightly charred popcorn
a35w3jqyp0m655,b001e5e29a,5,1279929600,excellent fluffy pancakes
a3iuw081kxd3pe,b001e5e29a,5,1273708800,great belgian waffle batter
aqqlwcmrndfgi,b0089spduw,5,1301616000,oooh i like this
a3azi828wjn1cd,b0089spduw,5,1322784000,wonderful dark coffee
a26nfiq7kwi8y7,b0089spduw,4,1329696000,nice flavor
a2tjg4n8lnjw23,b0089spduw,4,1327104000,smooth and tasty and an absolute dream come true for those who enjoy bold dark roasts
a3hpz6bimnxszr,b0016fy6h6,4,1225152000,nice substitute for soda or sugary tea
a1cbnubpzpwh5d,b0016fy6h6,5,1216339200,flavorful and refreshing
a281npsimi1c2r,b0016fy6h6,5,1255478400,very reasonably priced and delicious
a3i4pcbrenjng2,b0016fy6h6,4,1300579200,lots of uses for this green tea
a351w0bcyyugyw,b0016fy6h6,5,1232928000,got me off the diet soda
a1cbnubpzpwh5d,b0016fy6h6,5,1219276800,nice green iced tea beverage
a3j171nbgibyaw,b0016fy6h6,2,1346803200,not for me
a3i4pcbrenjng2,b0016fy6h6,4,1300579200,quality lightly sweetened green tea powder
a1cbnubpzpwh5d,b0016fy6h6,4,1216339200,refreshing summer beverage
a1onz8jrplbnui,b0016fy6h6,2,1217808000,mona lisa
aauictiubvu7r,b003nda970,5,1345766400,great hull less popcorn
a1up81s8ocjasl,b003nda970,5,1264377600,wonderful
a1up81s8ocjasl,b003nda970,5,1254441600,love it
a1bjhze41qwbx6,b005k4q1vi,5,1349568000,grove square hot cocoa cups milk chocolate single serve cup for keurig kcup brewers 24 count
a2dpq82v9hi4tj,b005k4q1vi,5,1345334400,a service
ab094yabx21wq,b005k4q1vi,5,1343174400,tastes pretty good
akjhhd5veh7vg,b005k4q1vi,3,1334880000,i like old school cocoa much better
agfv9f4ci93s3,b005k4q1vi,5,1329868800,not bad using coffeemate chocolate creamer
a1j75jj0q2oejn,b005k4q1vi,3,1325808000,why cant anyone make a hot cocoa without sucralosesplenda in it
a3oxhlg6dibrw8,b005k4q1vi,5,1321401600,really good hot cocoa highly recommended
a2gr7srmj54rg7,b005k4q1vi,5,1321488000,perfect cocoa
a15t9g38f589km,b005k4q1vi,4,1328227200,not bad not bad at all
ald467zefbpdf,b005k4q1vi,4,1327881600,not bad for the price
a1q3vzh3tp8dfn,b005k4q1vi,5,1323302400,hot cocoa
a13t0v3lhothdl,b005k4q1vi,4,1322697600,best dark cocoa so fat
a3oxhlg6dibrw8,b005k4q1vi,5,1321401600,really good hot cocoa highly recommended
a35r32ta60xd57,b005k4q1vi,1,1323475200,i wish i wouldve known
araktt5m3ddya,b005k4q1vi,5,1319587200,good stuff
a2yhxazlcldt8d,b005k4q1vi,5,1319068800,great cocoa
ald467zefbpdf,b005k4q1vi,5,1329696000,great cocoa for the price
a1spfz5boimixr,b005k4q1vi,4,1321833600,very pleased
a33aqpjyh7uuxr,b004391dk0,4,1323561600,makes a proper pancake
a1yjmg0qjxzld4,b004391dk0,5,1301616000,makes a nice pakcake
a2vbl3jmmb282u,b004391dk0,4,1350777600,pretty good
a1dc1o4vx6ahpp,b002tmv3e4,5,1283817600,mellow flavor no chemical aftertaste
an81juyw2sl24,b002tmv3e4,3,1283040000,packaging needs improvement great taste decaff is not my thing
a281npsimi1c2r,b002tmv3e4,5,1282780800,intoxicating
a3fhslwemh7jd8,b002tmv3e4,5,1282262400,excellent quality and value
abc68jucptvoe,b002tmv3e4,4,1282608000,coffee snob reviews preground decaf
alsaoz1v546vt,b002tmv3e4,5,1340841600,unbelievably rich flavor
a1uqbfcerip7vj,b002tmv3e4,4,1283817600,a good cup of decaf
a3d1tzh619nkhn,b002tmv3e4,3,1283731200,nothing special
a6kl17kkn0a5l,b002tmv3e4,3,1328227200,slightly acidic not for me
a224km22rq5cd4,b002tmv3e4,3,1292371200,decaf option mild flavor
a1aepmpa12guj7,b002tmv3e4,4,1292371200,a good mellow basic coffee
a37d5847ln3wq,b002tmv3e4,4,1290470400,good but pricey
a3h7npndmglou4,b002tmv3e4,5,1284595200,decaf never tasted so good5 stars
a2h2i5fy1puhp1,b002tmv3e4,5,1284508800,good coffee
a1h7y5xkpgt0os,b002tmv3e4,3,1284508800,a fine coffee
a1japp1cxrg57a,b002tmv3e4,4,1283644800,delicious decaffeinated
a1xjosjn6fhfo0,b002tmv3e4,5,1284508800,good flavor
a1btg38xsgylw3,b002tmv3e4,3,1289865600,its okay
aynah993vdect,b002tmv3e4,4,1287964800,good for packaged ground coffee
atlo3yxu2bc16,b002tmv3e4,5,1287446400,delicious
ady836hk6qsyr,b002tmv3e4,4,1286582400,surprise
a10zbr6o8s8ocy,b002tmv3e4,4,1285459200,great to drink after dinner
a3ukwqs8srw6io,b002tmv3e4,3,1285200000,good nothing remarkable
a2w4014s06nait,b002tmv3e4,4,1284940800,nice strong blend
a2vad79s4a06dd,b002tmv3e4,5,1284854400,thats some goooood coffee
akczij6zhe41d,b002tmv3e4,4,1284595200,good for halfcaf blending
a1x2lenof84lcq,b002tmv3e4,3,1284595200,good but not special
ak8lofyrzjjw0,b002tmv3e4,3,1284508800,acceptable but nothing special
ajbf0l0kvjg8j,b002tmv3e4,4,1284422400,a nice smooth coffee
a3a15l96iyuo6v,b002tmv3e4,4,1283731200,great coffee flavor but still you know it is decaffeinated
a3cg6ylyzjxqg4,b002tmv3e4,4,1283731200,another good product from melitta
ahik7buxfrmt8,b002tmv3e4,5,1283558400,one of the best decaffeninated coffees ive tasted
a25c2m3qf9g7oq,b002tmv3e4,5,1283212800,wonderful aroma and taste but be careful opening the bag
a2nmqwbdwt3sqf,b002tmv3e4,4,1283212800,smooth taste good hot and iced
a3w4d8xoglwun5,b002tmv3e4,4,1282867200,smooth for decaf
a2txmyygszcsz1,b002tmv3e4,5,1282867200,love the aromagreat taste
a235ufzgcfn3j5,b002tmv3e4,5,1282780800,excellent tasting coffee naturally decaffeinated
a2frfaqcwzjt3q,b002tmv3e4,5,1282608000,best decaf ever
a2owr5g2oaqf7c,b002tmv3e4,4,1282608000,strong flavor for a decaf brand
a3ulje7umugsxr,b002tmv3e4,3,1284336000,soso average for decaf
a3c40pj9yxreq5,b002tmv3e4,3,1283385600,a decent cuppa
a16yu3grgcd95s,b002tmv3e4,5,1284076800,great coffee that wont keep you wired all night
af3bympwkwo8f,b002tmv3e4,2,1290038400,meh
a132etqpmhq585,b00139tt72,2,1324166400,good but not my favorite
a33pvchcq2btn0,b00139tt72,5,1316131200,great product my dogs love it
aodwfjhmnl0fg,b00139tt72,5,1310688000,good quality
a234hxdatoayey,b00139tt72,3,1297987200,gives my dalmatian mix horrible gas
a1n4naihzf4j7x,b00139tt72,1,1256515200,deceptive disappointed
a2ezw502sea2n9,b00139tt72,5,1226448000,newmans own organics dog food
a2kwak0gaa8ibw,b00139tt72,5,1235865600,give it time
a2kwak0gaa8ibw,b00139tt72,4,1231804800,good product but
a2ezw502sea2n9,b00139tt72,5,1236556800,best dog food ever
a1un5q1fkh1zt7,b00139tt72,3,1273104000,good news and bad news
a1njxfn4v5auol,b00139tt72,5,1237507200,no worriesgood stuff in here
a3mznrsdq32uuh,b00139tt72,5,1211587200,this is the one
a2mugfv2tdq47k,b00139tt72,5,1259452800,doggie loves it a lot my budget not so much
a2ezw502sea2n9,b00139tt72,5,1248998400,best dog food ever
atihdhzynq0ei,b00622cyvi,5,1270425600,organic and tasty
a2mf0c4e7gyci,b00622cyvi,5,1298678400,my child loves this food
a2yhxazlcldt8d,b00622cyvi,5,1236988800,earths bestis the best
aatqjwmi88zp6,b003tivbsu,5,1327363200,great value
a2158y2u61au9g,b000fnex50,4,1160006400,very good
a2158y2u61au9g,b000fnex50,5,1167264000,my girls love these
a2158y2u61au9g,b000fnex50,2,1157587200,weird texture too dry and crumbly
a39scu7ksk7330,b000fnex50,1,1245888000,dont do the bars
apwcoavilk94b,b000fnex50,4,1239840000,these were good but small
a2lzkuarb5y8c2,b000fnex50,3,1223337600,moderately tasty gluten free
ao0hptfikqe9b,b000fnex50,5,1215561600,great snack for toddlers
apcdn1jk6b81p,b000fnex50,4,1199664000,cookies you dont have to feel guilty about eating
a2158y2u61au9g,b000fnex50,5,1172102400,my children love these
a39scu7ksk7330,b000fnex50,1,1260403200,i love the others not the bars
a1ba72k4vk1un1,b001lg945o,4,1246233600,bright and effervescent
a1f9z42cff9iay,b001lg945o,4,1246060800,quite refreshing great taste
a1rf9yk4bk5trh,b001lg945o,4,1246060800,pretty good
an0n05a9lijeq,b001lg945o,4,1245974400,very different
a9nxtc0htpsdo,b001lg945o,5,1245888000,nice drink
ay3xpkramkky7,b001lg945o,2,1245888000,bubble liquid
a1uaz6mnszkb7g,b001lg945o,3,1245888000,gets an aplus for 100 juice and no hfcs
a1b70zewq6uh1a,b001lg945o,4,1245888000,very popular at my house
a1xg5wylfmrrx1,b001lg945o,1,1245888000,artificial tasting
a25kvm6gjblisz,b001lg945o,4,1245888000,flavor with fizz
ac6lv5d2rktir,b001lg945o,2,1245888000,tastes like an energy drink
a3fy3h6f4249e0,b001lg945o,3,1245888000,orangetangerine carbonated fruit drink
a1cfu5xjxn3pv4,b001lg945o,4,1245888000,tangy and pleasingly real
abc68jucptvoe,b001lg945o,5,1245888000,carbonated juice beats sodas
a3btl4fv6odkat,b001lg945o,4,1245888000,soda juice ii
apvk8ggssudce,b001lg945o,2,1245888000,didnt like the flavor aftertaste or quantity
ajlw1dzshovgw,b001lg945o,5,1245888000,an extremely pleasant carbonated drink
a1b6o7saiyg2n0,b001lg945o,3,1245801600,fizzy citrus
a3qvakvrah657n,b001lg945o,3,1245801600,a tad syrupy
a3smd3t0qtn109,b001lg945o,5,1245801600,this drink is perfect and thats just that
a3cg6ylyzjxqg4,b001lg945o,3,1245715200,decent enough but pricey
a2to2bn3p4c00l,b001lg945o,4,1245715200,tasty lightly carbonated good alternative for sodapop
a3dzfeichk5lf2,b001lg945o,4,1245628800,mostly good
a3da0btigt3wg5,b001lg945o,4,1242086400,very tasty soda alternative
a19xbw5wudh1z,b001lg945o,5,1237420800,my favorite flavor
a1ihk8gl1esond,b001lg945o,5,1237420800,wonderful
a2psc7lunideah,b001lg945o,3,1237420800,more like liquid candy in a can
a16axq11sza8sq,b001lg945o,5,1237420800,awesome taste and healthy too
a1f7sx3gnvbne3,b001lg945o,3,1235952000,switch has true tangerineorange flavors but its too sweet despite having no added sugars
a1chokv10nei8x,b001lg945o,4,1236038400,apfelsaftschorle for americans
aq3in3mrxq5kh,b001lg945o,2,1246060800,switch ummm no
a36k2n527txxjn,b001lg945o,5,1237852800,the true unsoda
a1pb97blmr9x2s,b001lg945o,1,1245283200,thick drink with a strange taste
a1jfxofdrz9cfq,b001lg945o,5,1271894400,totally delicious
a87rt63v7smd3,b001lg945o,5,1237334400,100 delicious
a3a1oa237fozfk,b001lg945o,3,1237334400,not as advertised
a37usokuti724h,b001lg945o,1,1237334400,sickening sweet
a2wn1qf8gsvhyv,b001lg945o,5,1237248000,awesome soda enriched water alternative tastes great
a3m8r4jd1sis76,b001lg945o,3,1236729600,the new juice
a3fkpbni7uwqfw,b001lg945o,5,1236211200,like orange soda only way better
a16wpa6jv83yxt,b001lg945o,2,1236124800,not as tasty as it could be
a35jp8ksv9281k,b001lg945o,3,1236124800,ok but not my fav
a1ee6lqs3opy6r,b001lg945o,3,1236124800,a little funky but not bad
a3hrdrq5vafpqs,b001lg945o,3,1236038400,good flavor small serving high in calories
a3i9mcgo36kz7v,b001lg945o,3,1236038400,not a bad alternative to soda but not a great one either
a1h7y5xkpgt0os,b001lg945o,2,1235952000,carbonated orange juice in a can
a353u0l2hamshv,b001lg945o,3,1235952000,the switch vs soda
a2lxx47a0kmjvx,b001lg945o,1,1235952000,syrupy tasting unlikeable flavor yuk
a30h2335om7rd6,b001lg945o,4,1235865600,enjoyable
a1p2xyd265ye21,b001lg945o,5,1235779200,tastes good and healthy and bubbly
amytl79jmgq6d,b001lg945o,2,1235692800,it is tart
a2g9udl72yutt8,b001lg945o,4,1235692800,tasty but expensive
a26x7w5um5qft4,b001lg945o,3,1235606400,great taste but
aq1f3np2g15s5,b001lg945o,3,1235606400,fizzy and tasty but nothing special
a2bcdzo1xqldh,b001lg945o,4,1235606400,a good option
a2owr5g2oaqf7c,b001lg945o,5,1235606400,fizzlicious and tangy
a3pjz8tu8fdq1k,b001lg945o,4,1235606400,tasty refuel after exercise or liven up a lunch 100 juice 0 bad stuff
a1onz8jrplbnui,b001lg945o,5,1235606400,mona lisa
an81juyw2sl24,b001lg945o,3,1235606400,low carbonation 100 juice
a1zgxzw37jezwh,b001lg945o,4,1235520000,light and refreshing
a34w7qa4j5utor,b001lg945o,5,1235520000,great taste
akczij6zhe41d,b001lg945o,2,1235433600,not so bold soda alternative
a11ed8o95w2103,b001lg945o,3,1235433600,i wish it were either orange or tangerine
a3i2we58ouuexg,b001lg945o,1,1247616000,lame
a2y8idc1fkgnjc,b001lg945o,2,1267747200,would not switch
a1vyfejm12zp11,b001lg945o,2,1246147200,very harsh toosweet flavor
aq8du6xva3usj,b001lg945o,3,1245542400,sweet fruity
a3f1g6uh4y39x2,b001lg945o,5,1236988800,a wish for guilt free flavor
a3jpfwks83r49v,b001lg945o,3,1235865600,make the switch to a healthier beverage
avu1ilddyw301,b001lg945o,3,1235865600,whats it all about
a2my9vxhzyahuz,b001lg945o,1,1235606400,tastes like soap
ai0pll5dqahrg,b001lg945o,3,1250726400,a decent carbonated fruit drink that offers a healthier alternative to normal soda
a1b05inwidz74o,b001lg945o,4,1246060800,taste as advertised
a3p8zdhc7xskse,b001lg945o,3,1245974400,switch flashback to my childhood bad memories man
a3cg93783lp0fo,b001lg945o,3,1245801600,not a soft drink more like carbonated orange juice
a2edwi5egp4v9n,b001lg945o,3,1245542400,fresh light taste
a3vso43vh3h0at,b001lg945o,3,1235606400,no corn syrup but way too sweet
a2sh7owe8qjync,b001lg945o,4,1235520000,too sweet to drink uncut
a32t2h8150ojlu,b001lg945o,3,1235347200,switch orange tangerine is misnamedand perhaps a bit overpriced and not a diet drink
a1scanwwqteg9i,b001lg945o,1,1235520000,yuck
a2hq8rtajyeujo,b001lg945o,3,1246060800,okay but
a1vabwdouqlulz,b001lg945o,4,1245801600,a nice change
a4kjts5p78icu,b001lg945o,5,1245715200,healthy drink that tastes great
a1fvp6g8w3o8za,b001lg945o,3,1245542400,good for sipping a lot of sugar
a3jhc8o59wdhfz,b001lg945o,2,1245542400,cloying
a1vun4ju731cbh,b001lg945o,3,1235692800,just a soda
ads5apy1nktl4,b001lg945o,5,1235520000,a great soda
aaa0tuks5vbsa,b001lg945o,5,1236124800,nice fruity flavor
a1aepmpa12guj7,b001lg945o,4,1250208000,a tangerine drink that doesnt taste watery hooray for switch
a1zgha3ijv01bk,b001lg945o,4,1248393600,tasty
a2l6qs8svht9rg,b001lg945o,4,1248220800,quite tasty enjoyable sweet carbonated beverage
a16yu3grgcd95s,b001lg945o,4,1247443200,really not too bad
a2bn9dibp9a0xg,b001lg945o,5,1246924800,excellant
a3bae79nxfdxgv,b001lg945o,4,1246838400,a fine citrus beverage from the switch
app5mbh2bsx6i,b001lg945o,5,1246579200,delicious and no aftertaste
a1xjosjn6fhfo0,b001lg945o,5,1246320000,very good
a1pn3sjap1tbtu,b004k30ho2,5,1309737600,easy to use
a37cenqp0znkve,b004k30ho2,3,1318118400,there is a much cheaper way to reuse your kcups
agfv9f4ci93s3,b004k30ho2,5,1326758400,i use these for air tight premeasured storage containers after i have figured out the correct grind and amount
a2158y2u61au9g,b001e5dzts,5,1154217600,great product
a3kzliegcssm5l,b001e5dzts,4,1325894400,use it all the time
a1ol6obzgr6rgb,b001e5dzts,4,1312588800,easy to mix good for lactose intolerant toddlers
a33aqpjyh7uuxr,b001e5dzts,3,1319328000,a little sour but great for baking with
acrzorzlehjx6,b001e5dzts,2,1337558400,tastes good but not allergyfree
a3lqs08k2obi5z,b003vxfk44,3,1298332800,my mom said this was not as flavorful as other extra bolds
aq6show0vmzgf,b003vxfk44,2,1297382400,really disappointed
a2uczawan5qmjq,b003vxfk44,4,1294876800,good coffee but lets clear up the flavors
a1h703p9alyvm6,b003vxfk44,3,1292630400,too mild for me
a35r32ta60xd57,b003vxfk44,5,1292371200,a must have on my carousel
ap03sdcdb6rbd,b003vxfk44,5,1288656000,definitely a good breakfast indeed
aq6show0vmzgf,b003vxfk44,3,1287878400,decent
abqn42n7icnzq,b003vxfk44,4,1285200000,enjoyable cup of coffee
a1pjx7y2v3sice,b003vxfk44,5,1336694400,delicious colombian coffee
a2szlnsi5koqjt,b003vxfk44,4,1281916800,bold but not teeth jarring bold nice flavor and a nice cup of coffee
a2szlnsi5koqjt,b003vxfk44,5,1282435200,solid medium roast coffee with just a hint of bold good flavor not acidic
a17hmm1m7t9pj1,b003vxfk44,4,1282176000,another great dark kcup coffee
a2szlnsi5koqjt,b003vxfk44,3,1281916800,not outstanding light to medium roast smooth not acidic
a3r7r8arvn2p3d,b003vxfk44,5,1285891200,outstanding bold lively sumatran best of the kcups
a33nxnz79h5k51,b003vxfk44,4,1332979200,coconut in the morning
a1uc50dyfpsxyd,b003vxfk44,5,1330300800,can wolfgang make a bad kcup
a3khf4hnhsqyz0,b003vxfk44,5,1330300800,wolgang puck french roast
ahrase2ufpfkk,b003vxfk44,4,1330214400,wolfgangs hazlenut
a26nfiq7kwi8y7,b003vxfk44,3,1329696000,i wouldnt call it bold
a1uc50dyfpsxyd,b003vxfk44,5,1329350400,love this
a3tx6cwszl02pw,b003vxfk44,5,1329004800,good tasting coffee
a3tx6cwszl02pw,b003vxfk44,5,1329004800,great coffee
a3tx6cwszl02pw,b003vxfk44,5,1329004800,nice flavorful and fullbodied
a1xpt6tapfppem,b003vxfk44,4,1327449600,the best
ahrase2ufpfkk,b003vxfk44,5,1327363200,makes you feel like you are having breakfast in bed
a2tjg4n8lnjw23,b003vxfk44,4,1327190400,an excellent hazelnut choice for your keurig brewer
a2szlnsi5koqjt,b003vxfk44,3,1326672000,sweet coconut flavor with a mild aftertaste mild to medium blend
a21czij7lxr1a1,b003vxfk44,4,1325203200,good not great
ayomahlwrqhug,b003vxfk44,5,1322697600,one of the best mild kcups made
a35oy2asp1mp5m,b003vxfk44,4,1320105600,good flavor strength
a2d1lpeuctnt8x,b003vxfk44,3,1318636800,not my favorite but it came in second
a35oy2asp1mp5m,b003vxfk44,5,1317340800,my favorite hazelnut coffee
a1spfz5boimixr,b003vxfk44,5,1316131200,first but not last time to buy this one
a1hgxlp6wats4b,b003vxfk44,5,1285113600,excellent smooth light coffee good anytime
a121vljbl8t0h1,b003vxfk44,5,1310601600,excellent brew
a121vljbl8t0h1,b003vxfk44,3,1310601600,pretty good
a10h24tdlk2vdp,b003vxfk44,3,1309824000,unremarkable
a10h24tdlk2vdp,b003vxfk44,3,1309824000,unremarkable
a3oxrfcji67imn,b003vxfk44,4,1308268800,not bad smooth not bitter plenty strong but not too strong
a2vbtn6zr67yof,b003vxfk44,3,1306972800,a little too much bitterness acid
aqqlwcmrndfgi,b003vxfk44,4,1304294400,above average kcup coffee
a2zovhkydh4uoj,b003vxfk44,4,1299715200,yum but weak
a2kuuwp4zzmobp,b003vxfk44,4,1283990400,good quality one of my go to flavored kcups
akk49y5dwsend,b003vxfk44,5,1294099200,my favorite so far
a2h74fibdn5nmr,b003vxfk44,5,1286150400,delicious amazing for a decaf coffee
ap03sdcdb6rbd,b003vxfk44,3,1288656000,wolfgang puck sorrento kcups
a3z9qn0rcohey,b003vxfk44,5,1288224000,awesome taste
abqn42n7icnzq,b003vxfk44,5,1285200000,light vanilla flavor
a1gdfwgkjari4m,b003vxfk44,5,1283472000,excellent coffee
