id_i,id_j,row
7,23,153
7,32,154
7,33,155
7,34,156
7,35,157
7,36,158
7,37,159
7,38,160
7,62,161
7,68,162
7,69,163
7,89,164
7,323,165
7,324,166
7,455,167
7,521,168
7,648,169
7,649,170
7,650,171
7,651,172
7,667,173
7,674,174
7,879,175
7,1317,176
7,1638,177
8,671,178
8,1030,179
8,1107,180
8,1278,181
8,1290,182
8,1291,183
8,1292,184
8,1293,185
8,1294,186
8,1379,187
8,1541,188
8,1542,189
8,1553,190
8,1585,191
8,1586,192
8,1655,193
8,1665,194
9,418,195
9,576,196
9,579,197
9,693,198
9,694,199
9,695,200
9,696,201
9,777,202
9,778,203
9,1001,204
9,1334,205
9,1687,206
10,843,207
10,919,208
10,994,209
10,1032,210
10,1096,211
10,1099,212
10,1183,213
10,1289,214
10,1322,215
10,1335,216
10,1338,217
10,1346,218
10,1352,219
10,1422,220
10,1483,221
10,1484,222
10,1485,223
10,1490,224
10,1518,225
10,1519,226
10,1520,227
10,1524,228
10,1541,229
10,1542,230
10,1558,231
10,1574,232
10,1587,233
10,1588,234
10,1589,235
10,1590,236
10,1607,237
10,1608,238
10,1609,239
10,1617,240
10,1629,241
10,1655,242
10,1657,243
10,1665,244
10,1700,245
11,23,246
11,32,247
11,33,248
11,34,249
11,35,250
11,36,251
11,37,252
11,38,253
11,62,254
11,68,255
11,69,256
11,89,257
11,323,258
11,324,259
11,455,260
11,521,261
11,648,262
11,649,263
11,650,264
11,651,265
11,667,266
11,674,267
11,879,268
11,1317,269
11,1638,270
12,27,271
12,586,272
12,856,273
12,857,274
12,858,275
12,876,276
12,904,277
12,912,278
12,1383,279
12,1384,280
12,1385,281
12,1386,282
12,1387,283
12,1388,284
13,529,285
13,632,286
13,966,287
13,967,288
13,994,289
13,1005,290
13,1006,291
13,1099,292
13,1322,293
13,1462,294
13,1526,295
13,1527,296
13,1528,297
13,1529,298
13,1530,299
13,1531,300
13,1532,301
13,1533,302
13,1534,303
13,1535,304
13,1536,305
13,1557,306
13,1568,307
13,1571,308
13,1607,309
13,1608,310
13,1618,311
13,1619,312
13,1643,313
13,1648,314
14,860,315
14,990,316
14,1095,317
14,1096,318
14,1135,319
14,1247,320
14,1269,321
14,1300,322
14,1334,323
14,1401,324
14,1410,325
14,1466,326
14,1483,327
14,1484,328
14,1485,329
14,1571,330
14,1613,331
14,1652,332
15,23,333
15,32,334
15,33,335
15,34,336
15,35,337
15,36,338
15,37,339
15,38,340
15,62,341
15,68,342
15,69,343
15,89,344
15,323,345
15,324,346
15,455,347
15,521,348
15,648,349
15,649,350
15,650,351
15,651,352
15,667,353
15,674,354
15,879,355
15,1317,356
15,1638,357
16,217,358
16,333,359
16,335,360
16,337,361
16,473,362
16,660,363
16,861,364
16,909,365
16,928,366
17,994,367
17,1095,368
17,1096,369
17,1099,370
17,1322,371
17,1366,372
17,1483,373
17,1484,374
17,1485,375
17,1526,376
17,1527,377
17,1528,378
17,1529,379
17,1530,380
17,1531,381
17,1532,382
17,1533,383
17,1534,384
17,1535,385
17,1536,386
17,1571,387
17,1649,388
18,484,389
19,117,390
19,119,391
19,250,392
19,445,393
19,506,394
19,519,395
19,523,396
19,525,397
19,526,398
19,527,399
19,528,400
19,530,401
19,531,402
19,532,403
19,618,404
19,619,405
19,620,406
19,621,407
19,622,408
19,636,409
19,638,410
19,645,411
19,646,412
19,671,413
19,698,414
19,701,415
19,770,416
19,948,417
19,949,418
19,950,419
19,952,420
19,953,421
19,954,422
19,980,423
19,994,424
19,1095,425
19,1096,426
19,1099,427
19,1200,428
19,1233,429
19,1322,430
19,1434,431
19,1449,432
19,1483,433
19,1484,434
19,1485,435
19,1571,436
19,1607,437
19,1608,438
19,1614,439
19,1616,440
19,1641,441
20,157,442
20,161,443
20,271,444
20,274,445
20,275,446
20,276,447
20,392,448
20,394,449
20,400,450
20,401,451
20,642,452
20,643,453
20,644,454
20,647,455
20,697,456
20,814,457
20,868,458
20,947,459
20,951,460
20,1012,461
20,1013,462
20,1156,463
20,1157,464
21,125,465
21,133,466
21,141,467
21,144,468
21,149,469
21,154,470
21,286,471
21,301,472
21,302,473
21,310,474
21,311,475
21,431,476
21,432,477
21,438,478
21,442,479
21,448,480
21,564,481
21,1084,482
21,1085,483
21,1211,484
21,1212,485
21,1213,486
21,1218,487
21,1222,488
21,1404,489
21,1721,490
22,1278,491
22,1290,492
22,1291,493
22,1292,494
22,1293,495
22,1294,496
22,1343,497
22,1344,498
22,1345,499
22,1370,500
22,1372,501
22,1379,502
22,1585,503
22,1586,504
22,1685,505
23,400,506
23,401,507
23,697,508
23,880,509
23,881,510
23,1189,511
23,1190,512
23,1191,513
23,1192,514
23,1193,515
23,1242,516
23,1243,517
24,338,518
24,339,519
24,340,520
24,341,521
24,450,522
24,518,523
24,1563,524
24,1600,525
24,1688,526
25,12,527
25,14,528
25,377,529
25,543,530
25,546,531
25,547,532
25,549,533
25,551,534
25,553,535
25,554,536
25,558,537
25,559,538
25,1552,539
25,1587,540
25,1588,541
25,1589,542
25,1590,543
26,189,544
26,194,545
26,215,546
26,218,547
26,234,548
26,235,549
26,236,550
26,240,551
26,243,552
26,678,553
26,680,554
26,718,555
26,744,556
26,840,557
26,956,558
26,1002,559
26,1049,560
26,1103,561
26,1104,562
26,1105,563
26,1106,564
26,1319,565
26,1322,566
26,1360,567
26,1380,568
26,1544,569
27,249,570
27,1269,571
27,1466,572
28,338,573
28,339,574
28,340,575
28,341,576
28,518,577
28,639,578
28,775,579
28,1154,580
28,1155,581
29,994,582
29,1312,583
29,1367,584
29,1400,585
29,1443,586
29,1444,587
29,1456,588
29,1467,589
29,1468,590
29,1473,591
29,1482,592
29,1511,593
29,1526,594
29,1527,595
29,1528,596
29,1529,597
29,1530,598
29,1531,599
29,1532,600
29,1533,601
29,1534,602
29,1535,603
29,1536,604
29,1607,605
29,1608,606
29,1636,607
29,1713,608
29,1714,609
29,1715,610
30,284,611
30,404,612
30,844,613
31,168,614
31,282,615
31,306,616
31,383,617
31,397,618
31,524,619
31,573,620
31,623,621
31,624,622
31,765,623
31,825,624
31,848,625
31,849,626
31,943,627
31,944,628
31,965,629
31,1007,630
31,1059,631
31,1114,632
31,1118,633
31,1119,634
31,1120,635
31,1440,636
31,1488,637
32,310,638
32,311,639
32,384,640
32,385,641
33,526,642
33,528,643
33,531,644
33,619,645
33,621,646
33,622,647
33,736,648
33,737,649
33,738,650
33,739,651
33,948,652
33,952,653
33,953,654
34,776,655
34,777,656
34,1376,657
34,1687,658
35,124,659
35,130,660
35,131,661
35,142,662
35,143,663
35,148,664
35,153,665
35,221,666
35,226,667
35,994,668
35,1072,669
35,1080,670
35,1095,671
35,1099,672
35,1228,673
35,1318,674
35,1322,675
35,1374,676
35,1400,677
35,1402,678
35,1426,679
35,1545,680
35,1546,681
35,1557,682
36,125,683
36,126,684
36,133,685
36,134,686
36,141,687
36,144,688
36,149,689
36,150,690
36,154,691
36,155,692
36,393,693
36,467,694
36,923,695
36,1220,696
36,1224,697
36,1227,698
36,1229,699
36,1230,700
36,1231,701
36,1232,702
37,512,703
37,751,704
37,1031,705
37,1152,706
37,1208,707
37,1209,708
37,1210,709
37,1577,710
37,1604,711
37,1605,712
37,1662,713
37,1667,714
37,1701,715
37,1703,716
38,201,717
38,263,718
38,264,719
38,265,720
38,266,721
38,267,722
38,268,723
38,269,724
38,270,725
38,272,726
38,273,727
38,277,728
38,278,729
38,279,730
38,280,731
38,308,732
38,516,733
38,529,734
38,632,735
38,660,736
38,966,737
38,967,738
38,1005,739
38,1006,740
38,1323,741
38,1568,742
38,1618,743
38,1619,744
39,351,745
39,412,746
39,489,747
39,490,748
39,491,749
39,529,750
39,632,751
39,663,752
39,704,753
39,705,754
39,706,755
39,707,756
39,708,757
39,910,758
39,911,759
39,926,760
39,927,761
39,966,762
39,967,763
39,1005,764
39,1006,765
39,1069,766
39,1095,767
39,1096,768
39,1107,769
39,1136,770
39,1137,771
39,1244,772
39,1300,773
39,1360,774
39,1397,775
39,1398,776
39,1399,777
39,1441,778
39,1442,779
39,1462,780
39,1568,781
39,1569,782
39,1570,783
39,1571,784
39,1618,785
39,1619,786
39,1722,787
40,586,788
40,856,789
40,857,790
40,858,791
40,904,792
40,912,793
40,1383,794
40,1384,795
40,1385,796
40,1386,797
40,1387,798
40,1388,799
41,1431,800
41,1495,801
41,1496,802
41,1497,803
41,1498,804
41,1499,805
41,1500,806
41,1501,807
41,1502,808
41,1503,809
41,1504,810
41,1602,811
41,1732,812
42,27,813
42,1095,814
42,1318,815
42,1319,816
42,1322,817
42,1366,818
42,1367,819
42,1401,820
42,1402,821
42,1514,822
42,1526,823
42,1527,824
42,1528,825
42,1529,826
42,1530,827
42,1531,828
42,1532,829
42,1533,830
42,1534,831
42,1535,832
42,1536,833
42,1547,834
42,1557,835
42,1561,836
42,1569,837
42,1570,838
42,1614,839
42,1644,840
42,1648,841
42,1694,842
43,492,843
43,493,844
43,494,845
43,495,846
43,496,847
43,1302,848
43,1303,849
43,1390,850
43,1391,851
43,1392,852
43,1393,853
44,1134,854
44,1244,855
44,1318,856
44,1322,857
44,1358,858
44,1368,859
44,1400,860
44,1410,861
44,1426,862
44,1431,863
44,1450,864
44,1455,865
44,1461,866
44,1462,867
44,1495,868
44,1498,869
44,1558,870
44,1722,871
44,1732,872
45,860,873
45,861,874
45,994,875
45,1099,876
45,1397,877
45,1426,878
45,1439,879
45,1441,880
45,1444,881
45,1446,882
45,1511,883
45,1524,884
45,1526,885
45,1527,886
45,1528,887
45,1529,888
45,1530,889
45,1531,890
45,1532,891
45,1533,892
45,1534,893
45,1535,894
45,1536,895
45,1611,896
45,1616,897
45,1636,898
45,1649,899
46,217,900
46,473,901
46,1316,902
46,1537,903
46,1546,904
46,1547,905
46,1556,906
46,1557,907
46,1562,908
47,249,909
47,371,910
47,469,911
47,519,912
47,927,913
47,928,914
47,1133,915
47,1398,916
47,1448,917
47,1463,918
47,1518,919
47,1519,920
47,1520,921
47,1556,922
47,1558,923
48,9,924
48,52,925
48,59,926
48,497,927
48,992,928
48,993,929
48,1025,930
48,1026,931
48,1027,932
48,1028,933
48,1029,934
48,1215,935
48,1221,936
48,1252,937
48,1253,938
48,1254,939
48,1257,940
48,1258,941
48,1259,942
48,1296,943
48,1474,944
48,1475,945
48,1476,946
48,1728,947
48,1730,948
49,529,949
49,632,950
49,911,951
49,966,952
49,967,953
49,1005,954
49,1006,955
49,1132,956
49,1133,957
49,1322,958
49,1439,959
49,1443,960
49,1486,961
49,1557,962
49,1568,963
49,1613,964
49,1618,965
49,1619,966
50,73,967
50,74,968
50,110,969
50,132,970
50,137,971
50,140,972
50,366,973
50,367,974
50,369,975
50,391,976
50,418,977
50,877,978
50,892,979
50,1016,980
50,1017,981
50,1226,982
51,994,983
51,1096,984
51,1322,985
51,1439,986
51,1463,987
51,1511,988
51,1524,989
51,1526,990
51,1527,991
51,1528,992
51,1529,993
51,1530,994
51,1531,995
51,1532,996
51,1533,997
51,1534,998
51,1535,999
51,1536,1000
51,1560,1001
51,1607,1002
51,1608,1003
51,1636,1004
52,325,1005
52,342,1006
52,343,1007
52,344,1008
52,741,1009
52,764,1010
52,989,1011
53,745,1012
53,746,1013
53,747,1014
53,1283,1015
53,1433,1016
53,1461,1017
53,1463,1018
53,1640,1019
53,1644,1020
53,1707,1021
53,1708,1022
53,1709,1023
53,1710,1024
54,526,1025
54,528,1026
54,531,1027
54,619,1028
54,621,1029
54,622,1030
54,948,1031
54,952,1032
54,953,1033
54,983,1034
54,984,1035
54,985,1036
54,986,1037
55,9,1038
55,52,1039
55,59,1040
55,497,1041
55,677,1042
55,992,1043
55,993,1044
55,1215,1045
55,1221,1046
55,1252,1047
55,1253,1048
55,1254,1049
55,1257,1050
55,1258,1051
55,1259,1052
55,1296,1053
55,1728,1054
55,1730,1055
56,23,1056
56,32,1057
56,33,1058
56,34,1059
56,35,1060
56,36,1061
56,37,1062
56,38,1063
56,62,1064
56,68,1065
56,69,1066
56,89,1067
56,323,1068
56,324,1069
56,455,1070
56,521,1071
56,648,1072
56,649,1073
56,650,1074
56,651,1075
56,667,1076
56,674,1077
56,879,1078
56,1317,1079
56,1638,1080
57,9,1081
57,52,1082
57,59,1083
57,497,1084
57,533,1085
57,588,1086
57,886,1087
57,887,1088
57,992,1089
57,993,1090
57,1215,1091
57,1221,1092
57,1252,1093
57,1253,1094
57,1254,1095
57,1257,1096
57,1258,1097
57,1259,1098
57,1296,1099
57,1728,1100
57,1730,1101
58,23,1102
58,32,1103
58,33,1104
58,34,1105
58,35,1106
58,36,1107
58,37,1108
58,38,1109
58,62,1110
58,68,1111
58,69,1112
58,89,1113
58,323,1114
58,324,1115
58,455,1116
58,521,1117
58,648,1118
58,649,1119
58,650,1120
58,651,1121
58,667,1122
58,674,1123
58,879,1124
58,1317,1125
58,1638,1126
59,918,1127
59,1084,1128
59,1085,1129
59,1326,1130
59,1472,1131
59,1692,1132
59,1693,1133
59,1721,1134
60,498,1135
60,726,1136
60,889,1137
60,908,1138
60,926,1139
60,928,1140
60,958,1141
60,959,1142
60,1081,1143
60,1099,1144
60,1235,1145
60,1272,1146
60,1300,1147
60,1368,1148
60,1439,1149
60,1446,1150
60,1483,1151
60,1484,1152
60,1485,1153
60,1496,1154
60,1497,1155
60,1502,1156
60,1504,1157
60,1602,1158
60,1607,1159
60,1608,1160
60,1641,1161
60,1647,1162
60,1649,1163
60,1650,1164
60,1652,1165
60,1678,1166
60,1704,1167
61,329,1168
61,332,1169
61,336,1170
61,434,1171
61,439,1172
61,614,1173
61,968,1174
61,1336,1175
61,1337,1176
61,1457,1177
61,1458,1178
61,1459,1179
61,1460,1180
61,1598,1181
62,489,1182
62,490,1183
62,491,1184
62,642,1185
62,643,1186
62,644,1187
62,647,1188
62,663,1189
62,671,1190
62,704,1191
62,705,1192
62,706,1193
62,707,1194
62,708,1195
62,801,1196
62,889,1197
62,908,1198
62,909,1199
62,910,1200
62,911,1201
62,958,1202
62,959,1203
62,1122,1204
62,1123,1205
62,1124,1206
62,1156,1207
62,1157,1208
62,1318,1209
62,1319,1210
62,1322,1211
62,1334,1212
62,1360,1213
62,1367,1214
62,1377,1215
62,1400,1216
62,1410,1217
62,1427,1218
62,1433,1219
62,1443,1220
62,1444,1221
62,1463,1222
62,1559,1223
62,1569,1224
62,1570,1225
62,1571,1226
62,1643,1227
62,1652,1228
63,171,1229
63,374,1230
63,375,1231
64,213,1232
64,804,1233
64,970,1234
64,1316,1235
64,1319,1236
64,1358,1237
64,1377,1238
64,1416,1239
64,1548,1240
65,170,1241
65,219,1242
65,220,1243
65,222,1244
65,223,1245
65,224,1246
65,227,1247
65,229,1248
65,289,1249
65,376,1250
65,380,1251
65,446,1252
65,451,1253
65,709,1254
65,711,1255
65,714,1256
65,715,1257
65,716,1258
65,717,1259
65,790,1260
65,791,1261
65,826,1262
65,827,1263
65,828,1264
65,829,1265
65,830,1266
65,834,1267
65,835,1268
65,836,1269
65,839,1270
65,867,1271
65,1181,1272
65,1229,1273
65,1230,1274
65,1231,1275
65,1232,1276
65,1566,1277
66,338,1278
66,339,1279
66,340,1280
66,341,1281
66,518,1282
66,861,1283
67,718,1284
67,789,1285
67,908,1286
67,910,1287
67,911,1288
67,928,1289
67,1125,1290
67,1138,1291
67,1139,1292
67,1247,1293
67,1412,1294
67,1450,1295
67,1461,1296
67,1483,1297
67,1484,1298
67,1485,1299
67,1547,1300
67,1561,1301
68,23,1302
68,32,1303
68,33,1304
68,34,1305
68,35,1306
68,36,1307
68,37,1308
68,38,1309
68,62,1310
68,68,1311
68,69,1312
68,89,1313
68,323,1314
68,324,1315
68,455,1316
68,521,1317
68,648,1318
68,649,1319
68,650,1320
68,651,1321
68,667,1322
68,674,1323
68,879,1324
68,1317,1325
68,1638,1326
69,23,1327
69,32,1328
69,33,1329
69,34,1330
69,35,1331
69,36,1332
69,37,1333
69,38,1334
69,62,1335
69,68,1336
69,69,1337
69,89,1338
69,323,1339
69,324,1340
69,455,1341
69,521,1342
69,648,1343
69,649,1344
69,650,1345
69,651,1346
69,667,1347
69,674,1348
69,879,1349
69,1317,1350
69,1638,1351
70,23,1352
70,32,1353
70,33,1354
70,34,1355
70,35,1356
70,36,1357
70,37,1358
70,38,1359
70,62,1360
70,68,1361
70,69,1362
70,89,1363
70,323,1364
70,324,1365
70,455,1366
70,521,1367
70,648,1368
70,649,1369
70,650,1370
70,651,1371
70,667,1372
70,674,1373
70,879,1374
70,1317,1375
70,1638,1376
71,301,1377
71,302,1378
71,748,1379
71,811,1380
71,908,1381
71,909,1382
71,910,1383
71,1069,1384
71,1095,1385
71,1136,1386
71,1244,1387
71,1308,1388
71,1322,1389
71,1358,1390
71,1375,1391
71,1401,1392
71,1410,1393
71,1422,1394
71,1426,1395
71,1443,1396
71,1461,1397
71,1526,1398
71,1527,1399
71,1528,1400
71,1529,1401
71,1530,1402
71,1531,1403
71,1532,1404
71,1533,1405
71,1534,1406
71,1535,1407
71,1536,1408
71,1546,1409
71,1547,1410
71,1560,1411
71,1596,1412
71,1631,1413
71,1642,1414
71,1645,1415
71,1654,1416
71,1722,1417
72,718,1418
72,909,1419
72,926,1420
72,994,1421
72,1095,1422
72,1099,1423
72,1135,1424
72,1137,1425
72,1247,1426
72,1315,1427
72,1334,1428
72,1360,1429
72,1366,1430
72,1377,1431
72,1400,1432
72,1426,1433
72,1433,1434
72,1434,1435
72,1444,1436
72,1563,1437
72,1641,1438
72,1645,1439
72,1647,1440
72,1650,1441
72,1651,1442
72,1652,1443
73,181,1444
73,191,1445
73,218,1446
73,234,1447
73,235,1448
73,236,1449
73,240,1450
73,243,1451
73,349,1452
73,420,1453
73,800,1454
73,956,1455
73,1002,1456
73,1103,1457
73,1104,1458
73,1105,1459
73,1106,1460
73,1247,1461
73,1319,1462
73,1334,1463
73,1524,1464
73,1526,1465
73,1527,1466
73,1528,1467
73,1529,1468
73,1530,1469
73,1531,1470
73,1532,1471
73,1533,1472
73,1534,1473
73,1535,1474
73,1536,1475
74,492,1476
74,493,1477
74,494,1478
74,495,1479
74,496,1480
74,745,1481
74,746,1482
74,747,1483
74,1089,1484
74,1283,1485
74,1302,1486
74,1303,1487
74,1390,1488
74,1391,1489
74,1392,1490
74,1393,1491
74,1707,1492
74,1708,1493
74,1709,1494
74,1710,1495
75,23,1496
75,32,1497
75,33,1498
75,34,1499
75,35,1500
75,36,1501
75,37,1502
75,38,1503
75,62,1504
75,68,1505
75,69,1506
75,89,1507
75,323,1508
75,324,1509
75,455,1510
75,521,1511
75,648,1512
75,649,1513
75,650,1514
75,651,1515
75,667,1516
75,674,1517
75,879,1518
75,1317,1519
75,1638,1520
76,132,1521
76,137,1522
76,140,1523
76,174,1524
76,175,1525
76,176,1526
76,177,1527
76,178,1528
76,211,1529
76,219,1530
76,220,1531
76,222,1532
76,223,1533
76,224,1534
76,227,1535
76,229,1536
76,328,1537
76,391,1538
76,395,1539
76,396,1540
76,709,1541
76,711,1542
76,714,1543
76,715,1544
76,716,1545
76,717,1546
76,764,1547
76,838,1548
76,877,1549
76,892,1550
76,1181,1551
76,1226,1552
76,1706,1553
77,73,1554
77,74,1555
77,110,1556
77,366,1557
77,367,1558
77,369,1559
77,390,1560
77,512,1561
77,519,1562
77,671,1563
77,734,1564
77,751,1565
77,755,1566
77,843,1567
77,846,1568
77,898,1569
77,919,1570
77,957,1571
77,994,1572
77,1031,1573
77,1042,1574
77,1068,1575
77,1095,1576
77,1096,1577
77,1099,1578
77,1152,1579
77,1183,1580
77,1249,1581
77,1278,1582
77,1290,1583
77,1291,1584
77,1292,1585
77,1293,1586
77,1294,1587
77,1338,1588
77,1346,1589
77,1352,1590
77,1379,1591
77,1381,1592
77,1450,1593
77,1577,1594
77,1585,1595
77,1586,1596
77,1629,1597
77,1632,1598
77,1662,1599
77,1664,1600
77,1701,1601
78,23,1602
78,32,1603
78,33,1604
78,34,1605
78,35,1606
78,36,1607
78,37,1608
78,38,1609
78,62,1610
78,68,1611
78,69,1612
78,89,1613
78,323,1614
78,324,1615
78,455,1616
78,521,1617
78,648,1618
78,649,1619
78,650,1620
78,651,1621
78,667,1622
78,674,1623
78,879,1624
78,1317,1625
78,1638,1626
79,156,1627
79,158,1628
79,159,1629
79,160,1630
79,379,1631
79,380,1632
79,891,1633
79,893,1634
80,180,1635
80,403,1636
80,470,1637
80,560,1638
80,1247,1639
80,1400,1640
80,1526,1641
80,1527,1642
80,1528,1643
80,1529,1644
80,1530,1645
80,1531,1646
80,1532,1647
80,1533,1648
80,1534,1649
80,1535,1650
80,1536,1651
80,1642,1652
81,329,1653
81,332,1654
81,334,1655
81,336,1656
81,427,1657
81,434,1658
81,439,1659
81,613,1660
81,614,1661
81,615,1662
81,968,1663
81,1336,1664
81,1337,1665
81,1406,1666
81,1428,1667
81,1457,1668
81,1458,1669
81,1459,1670
81,1460,1671
81,1598,1672
82,745,1673
82,746,1674
82,747,1675
82,1096,1676
82,1283,1677
82,1377,1678
82,1526,1679
82,1527,1680
82,1528,1681
82,1529,1682
82,1530,1683
82,1531,1684
82,1532,1685
82,1533,1686
82,1534,1687
82,1535,1688
82,1536,1689
82,1707,1690
82,1708,1691
82,1709,1692
82,1710,1693
83,523,1694
83,525,1695
83,527,1696
83,529,1697
83,530,1698
83,532,1699
83,576,1700
83,579,1701
83,618,1702
83,620,1703
83,632,1704
83,693,1705
83,694,1706
83,695,1707
83,696,1708
83,703,1709
83,926,1710
83,949,1711
83,950,1712
83,954,1713
83,966,1714
83,967,1715
83,1001,1716
83,1005,1717
83,1006,1718
83,1096,1719
83,1200,1720
83,1265,1721
83,1279,1722
83,1280,1723
83,1281,1724
83,1284,1725
83,1297,1726
83,1318,1727
83,1445,1728
83,1461,1729
83,1463,1730
83,1506,1731
83,1568,1732
83,1569,1733
83,1570,1734
83,1618,1735
83,1619,1736
83,1635,1737
84,23,1738
84,32,1739
84,33,1740
84,34,1741
84,35,1742
84,36,1743
84,37,1744
84,38,1745
84,62,1746
84,68,1747
84,69,1748
84,89,1749
84,323,1750
84,324,1751
84,455,1752
84,521,1753
84,648,1754
84,649,1755
84,650,1756
84,651,1757
84,667,1758
84,674,1759
84,879,1760
84,1317,1761
84,1638,1762
85,1322,1763
85,1367,1764
85,1400,1765
85,1461,1766
85,1462,1767
85,1463,1768
85,1514,1769
85,1524,1770
85,1546,1771
85,1548,1772
85,1571,1773
85,1607,1774
85,1608,1775
85,1609,1776
85,1649,1777
85,1650,1778
85,1651,1779
85,1694,1780
86,994,1781
86,1099,1782
86,1322,1783
86,1374,1784
86,1397,1785
86,1402,1786
86,1410,1787
86,1422,1788
86,1439,1789
86,1441,1790
86,1461,1791
86,1462,1792
86,1463,1793
86,1467,1794
86,1468,1795
86,1473,1796
86,1482,1797
86,1521,1798
86,1522,1799
86,1523,1800
86,1526,1801
86,1527,1802
86,1528,1803
86,1529,1804
86,1530,1805
86,1531,1806
86,1532,1807
86,1533,1808
86,1534,1809
86,1535,1810
86,1536,1811
86,1571,1812
86,1611,1813
86,1713,1814
86,1714,1815
86,1715,1816
87,908,1817
87,1134,1818
87,1158,1819
87,1244,1820
87,1312,1821
87,1397,1822
87,1444,1823
87,1483,1824
87,1484,1825
87,1485,1826
87,1526,1827
87,1527,1828
87,1528,1829
87,1529,1830
87,1530,1831
87,1531,1832
87,1532,1833
87,1533,1834
87,1534,1835
87,1535,1836
87,1536,1837
87,1612,1838
87,1635,1839
87,1722,1840
88,1159,1841
88,1160,1842
88,1161,1843
88,1162,1844
88,1164,1845
88,1165,1846
88,1166,1847
88,1167,1848
88,1168,1849
88,1169,1850
88,1173,1851
88,1174,1852
88,1275,1853
88,1276,1854
89,194,1855
89,213,1856
89,910,1857
89,911,1858
89,927,1859
89,928,1860
89,1069,1861
89,1096,1862
89,1314,1863
89,1322,1864
89,1426,1865
89,1432,1866
89,1450,1867
89,1483,1868
89,1484,1869
89,1485,1870
89,1537,1871
89,1563,1872
89,1571,1873
89,1649,1874
90,635,1875
91,529,1876
91,632,1877
91,966,1878
91,967,1879
91,1005,1880
91,1006,1881
91,1048,1882
91,1107,1883
91,1319,1884
91,1526,1885
91,1527,1886
91,1528,1887
91,1529,1888
91,1530,1889
91,1531,1890
91,1532,1891
91,1533,1892
91,1534,1893
91,1535,1894
91,1536,1895
91,1546,1896
91,1568,1897
91,1618,1898
91,1619,1899
92,179,1900
92,182,1901
92,379,1902
92,380,1903
92,479,1904
92,480,1905
92,567,1906
92,568,1907
93,312,1908
93,315,1909
93,318,1910
93,838,1911
93,844,1912
93,1706,1913
94,23,1914
94,32,1915
94,33,1916
94,34,1917
94,35,1918
94,36,1919
94,37,1920
94,38,1921
94,62,1922
94,68,1923
94,69,1924
94,89,1925
94,323,1926
94,324,1927
94,455,1928
94,521,1929
94,648,1930
94,649,1931
94,650,1932
94,651,1933
94,667,1934
94,674,1935
94,879,1936
94,1317,1937
94,1638,1938
95,219,1939
95,220,1940
95,222,1941
95,223,1942
95,224,1943
95,227,1944
95,229,1945
95,262,1946
95,709,1947
95,711,1948
95,714,1949
95,715,1950
95,716,1951
95,717,1952
95,1181,1953
95,1483,1954
95,1484,1955
95,1485,1956
96,786,1957
96,1059,1958
97,0,1959
97,1,1960
97,39,1961
97,45,1962
97,46,1963
97,47,1964
97,48,1965
97,49,1966
97,384,1967
97,385,1968
97,397,1969
97,702,1970
97,864,1971
97,943,1972
98,526,1973
98,528,1974
98,531,1975
98,619,1976
98,621,1977
98,622,1978
98,948,1979
98,952,1980
98,953,1981
99,73,1982
99,74,1983
99,110,1984
99,121,1985
99,366,1986
99,367,1987
99,369,1988
99,753,1989
99,809,1990
99,811,1991
99,918,1992
99,965,1993
99,1007,1994
99,1118,1995
